"","Date","cuts","Day","Weekend","Workday","Location","CounterID","Holiday","Likely.abnormal","OPM.Closure","Other.events","Total","PedIN","PedOUT","BikeIN","BikeOUT","PedTOTAL","BikeTOTAL","TotalOUT","TotalIN"
"5641",2013-11-26,"[0,0.292)","Tuesday",FALSE,TRUE,"TR_Island_Bridge",12,FALSE,TRUE,"Unscheduled Leave","",0,0,0,0,0,0,0,0,0
"5642",2013-11-26,"[0.292,0.417)","Tuesday",FALSE,TRUE,"TR_Island_Bridge",12,FALSE,TRUE,"Unscheduled Leave","",0,0,0,0,0,0,0,0,0
"5643",2013-11-26,"[0.417,0.667)","Tuesday",FALSE,TRUE,"TR_Island_Bridge",12,FALSE,TRUE,"Unscheduled Leave","",0,0,0,0,0,0,0,0,0
"5644",2013-11-26,"[0.667,0.792)","Tuesday",FALSE,TRUE,"TR_Island_Bridge",12,FALSE,TRUE,"Unscheduled Leave","",0,0,0,0,0,0,0,0,0
"5645",2013-11-26,"[0.792,1)","Tuesday",FALSE,TRUE,"TR_Island_Bridge",12,FALSE,TRUE,"Unscheduled Leave","",0,0,0,0,0,0,0,0,0
"5646",2013-11-26,"[0,0.292)","Tuesday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"Unscheduled Leave","",16,6,8,2,0,14,2,8,8
"5647",2013-11-26,"[0.292,0.417)","Tuesday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"Unscheduled Leave","",47,27,7,12,1,34,13,8,39
"5648",2013-11-26,"[0.417,0.667)","Tuesday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"Unscheduled Leave","",33,13,14,2,4,27,6,18,15
"5649",2013-11-26,"[0.667,0.792)","Tuesday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"Unscheduled Leave","",34,6,15,2,11,21,13,26,8
"5650",2013-11-26,"[0.792,1)","Tuesday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"Unscheduled Leave","",8,2,2,1,3,4,4,5,3
"5651",2013-11-26,"[0,0.292)","Tuesday",FALSE,TRUE,"Ballston",26,FALSE,TRUE,"Unscheduled Leave","",15,8,4,2,1,12,3,5,10
"5652",2013-11-26,"[0.292,0.417)","Tuesday",FALSE,TRUE,"Ballston",26,FALSE,TRUE,"Unscheduled Leave","",82,54,10,14,4,64,18,14,68
"5653",2013-11-26,"[0.417,0.667)","Tuesday",FALSE,TRUE,"Ballston",26,FALSE,TRUE,"Unscheduled Leave","",29,12,12,1,4,24,5,16,13
"5654",2013-11-26,"[0.667,0.792)","Tuesday",FALSE,TRUE,"Ballston",26,FALSE,TRUE,"Unscheduled Leave","",40,2,25,1,12,27,13,37,3
"5655",2013-11-26,"[0.792,1)","Tuesday",FALSE,TRUE,"Ballston",26,FALSE,TRUE,"Unscheduled Leave","",19,3,12,3,1,15,4,13,6
"5656",2013-11-26,"[0,0.292)","Tuesday",FALSE,TRUE,"Joyce_St_Southbound",28,FALSE,TRUE,"Unscheduled Leave","",14,7,7,0,0,14,0,7,7
"5657",2013-11-26,"[0.292,0.417)","Tuesday",FALSE,TRUE,"Joyce_St_Southbound",28,FALSE,TRUE,"Unscheduled Leave","",10,2,3,2,3,5,5,6,4
"5658",2013-11-26,"[0.417,0.667)","Tuesday",FALSE,TRUE,"Joyce_St_Southbound",28,FALSE,TRUE,"Unscheduled Leave","",6,1,3,2,0,4,2,3,3
"5659",2013-11-26,"[0.667,0.792)","Tuesday",FALSE,TRUE,"Joyce_St_Southbound",28,FALSE,TRUE,"Unscheduled Leave","",2,1,1,0,0,2,0,1,1
"5660",2013-11-26,"[0.792,1)","Tuesday",FALSE,TRUE,"Joyce_St_Southbound",28,FALSE,TRUE,"Unscheduled Leave","",3,2,1,0,0,3,0,1,2
"5661",2013-11-26,"[0,0.292)","Tuesday",FALSE,TRUE,"Joyce_St_Northbound",29,FALSE,TRUE,"Unscheduled Leave","",1,0,1,0,0,1,0,1,0
"5662",2013-11-26,"[0.292,0.417)","Tuesday",FALSE,TRUE,"Joyce_St_Northbound",29,FALSE,TRUE,"Unscheduled Leave","",4,0,0,4,0,0,4,0,4
"5663",2013-11-26,"[0.417,0.667)","Tuesday",FALSE,TRUE,"Joyce_St_Northbound",29,FALSE,TRUE,"Unscheduled Leave","",10,4,5,1,0,9,1,5,5
"5664",2013-11-26,"[0.667,0.792)","Tuesday",FALSE,TRUE,"Joyce_St_Northbound",29,FALSE,TRUE,"Unscheduled Leave","",5,1,0,1,3,1,4,3,2
"5665",2013-11-26,"[0.792,1)","Tuesday",FALSE,TRUE,"Joyce_St_Northbound",29,FALSE,TRUE,"Unscheduled Leave","",9,5,4,0,0,9,0,4,5
"5666",2012-06-30,"[0,0.292)","Saturday",TRUE,FALSE,"Custis_Rosslyn",1,FALSE,TRUE,"","Derecho",64,NA,NA,NA,NA,44,20,NA,NA
"5667",2012-06-30,"[0.292,0.417)","Saturday",TRUE,FALSE,"Custis_Rosslyn",1,FALSE,TRUE,"","Derecho",355,NA,NA,NA,NA,146,209,NA,NA
"5668",2012-06-30,"[0.417,0.667)","Saturday",TRUE,FALSE,"Custis_Rosslyn",1,FALSE,TRUE,"","Derecho",451,NA,NA,NA,NA,114,337,NA,NA
"5669",2012-06-30,"[0.667,0.792)","Saturday",TRUE,FALSE,"Custis_Rosslyn",1,FALSE,TRUE,"","Derecho",121,NA,NA,NA,NA,28,93,NA,NA
"5670",2012-06-30,"[0.792,1)","Saturday",TRUE,FALSE,"Custis_Rosslyn",1,FALSE,TRUE,"","Derecho",59,NA,NA,NA,NA,14,45,NA,NA
"5671",2012-07-01,"[0,0.292)","Sunday",TRUE,FALSE,"Custis_Rosslyn",1,FALSE,TRUE,"","Derecho",27,NA,NA,NA,NA,11,16,NA,NA
"5672",2012-07-01,"[0.292,0.417)","Sunday",TRUE,FALSE,"Custis_Rosslyn",1,FALSE,TRUE,"","Derecho",254,NA,NA,NA,NA,55,199,NA,NA
"5673",2012-07-01,"[0.417,0.667)","Sunday",TRUE,FALSE,"Custis_Rosslyn",1,FALSE,TRUE,"","Derecho",449,NA,NA,NA,NA,115,334,NA,NA
"5674",2012-07-01,"[0.667,0.792)","Sunday",TRUE,FALSE,"Custis_Rosslyn",1,FALSE,TRUE,"","Derecho",144,NA,NA,NA,NA,33,111,NA,NA
"5675",2012-07-01,"[0.792,1)","Sunday",TRUE,FALSE,"Custis_Rosslyn",1,FALSE,TRUE,"","Derecho",103,NA,NA,NA,NA,27,76,NA,NA
"5676",2012-06-29,"[0,0.292)","Friday",FALSE,TRUE,"Custis_Rosslyn",1,FALSE,TRUE,"","Derecho",161,NA,NA,NA,NA,44,117,NA,NA
"5677",2012-07-06,"[0,0.292)","Friday",FALSE,TRUE,"Custis_Rosslyn",1,FALSE,TRUE,"","Derecho",107,NA,NA,NA,NA,28,79,NA,NA
"5678",2012-06-29,"[0.292,0.417)","Friday",FALSE,TRUE,"Custis_Rosslyn",1,FALSE,TRUE,"","Derecho",453,NA,NA,NA,NA,49,404,NA,NA
"5679",2012-07-06,"[0.292,0.417)","Friday",FALSE,TRUE,"Custis_Rosslyn",1,FALSE,TRUE,"","Derecho",470,NA,NA,NA,NA,37,433,NA,NA
"5680",2012-06-29,"[0.417,0.667)","Friday",FALSE,TRUE,"Custis_Rosslyn",1,FALSE,TRUE,"","Derecho",249,NA,NA,NA,NA,51,198,NA,NA
"5681",2012-07-06,"[0.417,0.667)","Friday",FALSE,TRUE,"Custis_Rosslyn",1,FALSE,TRUE,"","Derecho",261,NA,NA,NA,NA,58,203,NA,NA
"5682",2012-06-29,"[0.667,0.792)","Friday",FALSE,TRUE,"Custis_Rosslyn",1,FALSE,TRUE,"","Derecho",371,NA,NA,NA,NA,39,332,NA,NA
"5683",2012-07-06,"[0.667,0.792)","Friday",FALSE,TRUE,"Custis_Rosslyn",1,FALSE,TRUE,"","Derecho",357,NA,NA,NA,NA,28,329,NA,NA
"5684",2012-06-29,"[0.792,1)","Friday",FALSE,TRUE,"Custis_Rosslyn",1,FALSE,TRUE,"","Derecho",117,NA,NA,NA,NA,22,95,NA,NA
"5685",2012-07-06,"[0.792,1)","Friday",FALSE,TRUE,"Custis_Rosslyn",1,FALSE,TRUE,"","Derecho",134,NA,NA,NA,NA,25,109,NA,NA
"5686",2012-06-30,"[0,0.292)","Saturday",TRUE,FALSE,"Four_Mile_Run",2,FALSE,TRUE,"","Derecho",54,NA,NA,NA,NA,NA,NA,27,27
"5687",2012-06-30,"[0.292,0.417)","Saturday",TRUE,FALSE,"Four_Mile_Run",2,FALSE,TRUE,"","Derecho",335,NA,NA,NA,NA,NA,NA,141,194
"5688",2012-06-30,"[0.417,0.667)","Saturday",TRUE,FALSE,"Four_Mile_Run",2,FALSE,TRUE,"","Derecho",598,NA,NA,NA,NA,NA,NA,353,245
"5689",2012-06-30,"[0.667,0.792)","Saturday",TRUE,FALSE,"Four_Mile_Run",2,FALSE,TRUE,"","Derecho",154,NA,NA,NA,NA,NA,NA,103,51
"5690",2012-06-30,"[0.792,1)","Saturday",TRUE,FALSE,"Four_Mile_Run",2,FALSE,TRUE,"","Derecho",103,NA,NA,NA,NA,NA,NA,70,33
"5691",2012-07-01,"[0,0.292)","Sunday",TRUE,FALSE,"Four_Mile_Run",2,FALSE,TRUE,"","Derecho",55,NA,NA,NA,NA,NA,NA,22,33
"5692",2012-07-01,"[0.292,0.417)","Sunday",TRUE,FALSE,"Four_Mile_Run",2,FALSE,TRUE,"","Derecho",283,NA,NA,NA,NA,NA,NA,183,100
"5693",2012-07-01,"[0.417,0.667)","Sunday",TRUE,FALSE,"Four_Mile_Run",2,FALSE,TRUE,"","Derecho",569,NA,NA,NA,NA,NA,NA,421,148
"5694",2012-07-01,"[0.667,0.792)","Sunday",TRUE,FALSE,"Four_Mile_Run",2,FALSE,TRUE,"","Derecho",124,NA,NA,NA,NA,NA,NA,87,37
"5695",2012-07-01,"[0.792,1)","Sunday",TRUE,FALSE,"Four_Mile_Run",2,FALSE,TRUE,"","Derecho",94,NA,NA,NA,NA,NA,NA,73,21
"5696",2012-06-29,"[0,0.292)","Friday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","Derecho",114,NA,NA,NA,NA,NA,NA,57,57
"5697",2012-07-06,"[0,0.292)","Friday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","Derecho",95,NA,NA,NA,NA,NA,NA,62,33
"5698",2012-06-29,"[0.292,0.417)","Friday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","Derecho",250,NA,NA,NA,NA,NA,NA,173,77
"5699",2012-07-06,"[0.292,0.417)","Friday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","Derecho",282,NA,NA,NA,NA,NA,NA,212,70
"5700",2012-06-29,"[0.417,0.667)","Friday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","Derecho",379,NA,NA,NA,NA,NA,NA,343,36
"5701",2012-07-06,"[0.417,0.667)","Friday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","Derecho",435,NA,NA,NA,NA,NA,NA,364,71
"5702",2012-06-29,"[0.667,0.792)","Friday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","Derecho",187,NA,NA,NA,NA,NA,NA,164,23
"5703",2012-07-06,"[0.667,0.792)","Friday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","Derecho",188,NA,NA,NA,NA,NA,NA,147,41
"5704",2012-06-29,"[0.792,1)","Friday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","Derecho",85,NA,NA,NA,NA,NA,NA,84,1
"5705",2012-07-06,"[0.792,1)","Friday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","Derecho",107,NA,NA,NA,NA,NA,NA,87,20
"5706",2012-06-30,"[0,0.292)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","Derecho",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5707",2012-06-30,"[0.292,0.417)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","Derecho",354,100,38,108,108,138,216,146,208
"5708",2012-06-30,"[0.417,0.667)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","Derecho",463,39,16,231,177,55,408,193,270
"5709",2012-06-30,"[0.667,0.792)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","Derecho",108,8,3,51,46,11,97,49,59
"5710",2012-06-30,"[0.792,1)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","Derecho",71,7,6,28,30,13,58,36,35
"5711",2012-07-01,"[0,0.292)","Sunday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","Derecho",49,8,10,20,11,18,31,21,28
"5712",2012-07-01,"[0.292,0.417)","Sunday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","Derecho",292,18,7,134,133,25,267,140,152
"5713",2012-07-01,"[0.417,0.667)","Sunday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","Derecho",319,7,4,161,147,11,308,151,168
"5714",2012-07-01,"[0.667,0.792)","Sunday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","Derecho",102,5,2,51,44,7,95,46,56
"5715",2012-07-01,"[0.792,1)","Sunday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","Derecho",73,10,7,25,31,17,56,38,35
"5716",2012-06-29,"[0,0.292)","Friday",FALSE,TRUE,"East_Falls_Church",5,FALSE,TRUE,"","Derecho",129,25,21,53,30,46,83,51,78
"5717",2012-07-06,"[0,0.292)","Friday",FALSE,TRUE,"East_Falls_Church",5,FALSE,TRUE,"","Derecho",118,24,17,47,30,41,77,47,71
"5718",2012-06-29,"[0.292,0.417)","Friday",FALSE,TRUE,"East_Falls_Church",5,FALSE,TRUE,"","Derecho",315,27,14,145,129,41,274,143,172
"5719",2012-07-06,"[0.292,0.417)","Friday",FALSE,TRUE,"East_Falls_Church",5,FALSE,TRUE,"","Derecho",309,32,14,145,118,46,263,132,177
"5720",2012-06-29,"[0.417,0.667)","Friday",FALSE,TRUE,"East_Falls_Church",5,FALSE,TRUE,"","Derecho",146,0,0,79,67,0,146,67,79
"5721",2012-07-06,"[0.417,0.667)","Friday",FALSE,TRUE,"East_Falls_Church",5,FALSE,TRUE,"","Derecho",195,10,6,97,82,16,179,88,107
"5722",2012-06-29,"[0.667,0.792)","Friday",FALSE,TRUE,"East_Falls_Church",5,FALSE,TRUE,"","Derecho",169,2,2,87,78,4,165,80,89
"5723",2012-07-06,"[0.667,0.792)","Friday",FALSE,TRUE,"East_Falls_Church",5,FALSE,TRUE,"","Derecho",213,5,10,99,99,15,198,109,104
"5724",2012-06-29,"[0.792,1)","Friday",FALSE,TRUE,"East_Falls_Church",5,FALSE,TRUE,"","Derecho",1062,2,3,548,509,5,1057,512,550
"5725",2012-07-06,"[0.792,1)","Friday",FALSE,TRUE,"East_Falls_Church",5,FALSE,TRUE,"","Derecho",149,21,15,56,57,36,113,72,77
"5726",2012-06-30,"[0,0.292)","Saturday",TRUE,FALSE,"BonAir_Custis",6,FALSE,TRUE,"","Derecho",37,14,9,7,7,23,14,16,21
"5727",2012-06-30,"[0.292,0.417)","Saturday",TRUE,FALSE,"BonAir_Custis",6,FALSE,TRUE,"","Derecho",334,86,75,103,70,161,173,145,189
"5728",2012-06-30,"[0.417,0.667)","Saturday",TRUE,FALSE,"BonAir_Custis",6,FALSE,TRUE,"","Derecho",361,78,50,137,96,128,233,146,215
"5729",2012-06-30,"[0.667,0.792)","Saturday",TRUE,FALSE,"BonAir_Custis",6,FALSE,TRUE,"","Derecho",87,18,7,23,39,25,62,46,41
"5730",2012-06-30,"[0.792,1)","Saturday",TRUE,FALSE,"BonAir_Custis",6,FALSE,TRUE,"","Derecho",97,22,19,14,42,41,56,61,36
"5731",2012-07-01,"[0,0.292)","Sunday",TRUE,FALSE,"BonAir_Custis",6,FALSE,TRUE,"","Derecho",22,4,9,4,5,13,9,14,8
"5732",2012-07-01,"[0.292,0.417)","Sunday",TRUE,FALSE,"BonAir_Custis",6,FALSE,TRUE,"","Derecho",322,67,72,85,98,139,183,170,152
"5733",2012-07-01,"[0.417,0.667)","Sunday",TRUE,FALSE,"BonAir_Custis",6,FALSE,TRUE,"","Derecho",392,78,44,109,161,122,270,205,187
"5734",2012-07-01,"[0.667,0.792)","Sunday",TRUE,FALSE,"BonAir_Custis",6,FALSE,TRUE,"","Derecho",118,19,12,46,41,31,87,53,65
"5735",2012-07-01,"[0.792,1)","Sunday",TRUE,FALSE,"BonAir_Custis",6,FALSE,TRUE,"","Derecho",149,47,28,38,36,75,74,64,85
"5736",2012-06-29,"[0,0.292)","Friday",FALSE,TRUE,"BonAir_Custis",6,FALSE,TRUE,"","Derecho",124,20,29,51,24,49,75,53,71
"5737",2012-07-06,"[0,0.292)","Friday",FALSE,TRUE,"BonAir_Custis",6,FALSE,TRUE,"","Derecho",106,23,18,41,24,41,65,42,64
"5738",2012-06-29,"[0.292,0.417)","Friday",FALSE,TRUE,"BonAir_Custis",6,FALSE,TRUE,"","Derecho",380,43,42,192,103,85,295,145,235
"5739",2012-07-06,"[0.292,0.417)","Friday",FALSE,TRUE,"BonAir_Custis",6,FALSE,TRUE,"","Derecho",382,34,47,136,165,81,301,212,170
"5740",2012-06-29,"[0.417,0.667)","Friday",FALSE,TRUE,"BonAir_Custis",6,FALSE,TRUE,"","Derecho",164,26,9,79,50,35,129,59,105
"5741",2012-07-06,"[0.417,0.667)","Friday",FALSE,TRUE,"BonAir_Custis",6,FALSE,TRUE,"","Derecho",236,28,20,76,112,48,188,132,104
"5742",2012-06-29,"[0.667,0.792)","Friday",FALSE,TRUE,"BonAir_Custis",6,FALSE,TRUE,"","Derecho",249,52,1,121,75,53,196,76,173
"5743",2012-07-06,"[0.667,0.792)","Friday",FALSE,TRUE,"BonAir_Custis",6,FALSE,TRUE,"","Derecho",234,11,4,129,90,15,219,94,140
"5744",2012-06-29,"[0.792,1)","Friday",FALSE,TRUE,"BonAir_Custis",6,FALSE,TRUE,"","Derecho",104,10,8,49,37,18,86,45,59
"5745",2012-07-06,"[0.792,1)","Friday",FALSE,TRUE,"BonAir_Custis",6,FALSE,TRUE,"","Derecho",136,11,14,50,61,25,111,75,61
"5746",2012-06-30,"[0,0.292)","Saturday",TRUE,FALSE,"BonAir_East",7,FALSE,TRUE,"","Derecho",90,29,24,12,25,53,37,49,41
"5747",2012-06-30,"[0.292,0.417)","Saturday",TRUE,FALSE,"BonAir_East",7,FALSE,TRUE,"","Derecho",718,181,224,129,184,405,313,408,310
"5748",2012-06-30,"[0.417,0.667)","Saturday",TRUE,FALSE,"BonAir_East",7,FALSE,TRUE,"","Derecho",621,111,77,239,194,188,433,271,350
"5749",2012-06-30,"[0.667,0.792)","Saturday",TRUE,FALSE,"BonAir_East",7,FALSE,TRUE,"","Derecho",167,20,15,67,65,35,132,80,87
"5750",2012-06-30,"[0.792,1)","Saturday",TRUE,FALSE,"BonAir_East",7,FALSE,TRUE,"","Derecho",142,36,36,32,38,72,70,74,68
"5751",2012-07-01,"[0,0.292)","Sunday",TRUE,FALSE,"BonAir_East",7,FALSE,TRUE,"","Derecho",75,17,26,16,16,43,32,42,33
"5752",2012-07-01,"[0.292,0.417)","Sunday",TRUE,FALSE,"BonAir_East",7,FALSE,TRUE,"","Derecho",550,135,139,108,168,274,276,307,243
"5753",2012-07-01,"[0.417,0.667)","Sunday",TRUE,FALSE,"BonAir_East",7,FALSE,TRUE,"","Derecho",605,134,77,219,175,211,394,252,353
"5754",2012-07-01,"[0.667,0.792)","Sunday",TRUE,FALSE,"BonAir_East",7,FALSE,TRUE,"","Derecho",187,51,18,73,45,69,118,63,124
"5755",2012-07-01,"[0.792,1)","Sunday",TRUE,FALSE,"BonAir_East",7,FALSE,TRUE,"","Derecho",204,63,36,47,58,99,105,94,110
"5756",2012-06-29,"[0,0.292)","Friday",FALSE,TRUE,"BonAir_East",7,FALSE,TRUE,"","Derecho",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5757",2012-07-06,"[0,0.292)","Friday",FALSE,TRUE,"BonAir_East",7,FALSE,TRUE,"","Derecho",150,41,41,33,35,82,68,76,74
"5758",2012-06-29,"[0.292,0.417)","Friday",FALSE,TRUE,"BonAir_East",7,FALSE,TRUE,"","Derecho",400,98,77,111,114,175,225,191,209
"5759",2012-07-06,"[0.292,0.417)","Friday",FALSE,TRUE,"BonAir_East",7,FALSE,TRUE,"","Derecho",414,88,82,133,111,170,244,193,221
"5760",2012-06-29,"[0.417,0.667)","Friday",FALSE,TRUE,"BonAir_East",7,FALSE,TRUE,"","Derecho",225,62,14,99,50,76,149,64,161
"5761",2012-07-06,"[0.417,0.667)","Friday",FALSE,TRUE,"BonAir_East",7,FALSE,TRUE,"","Derecho",274,77,17,119,61,94,180,78,196
"5762",2012-06-29,"[0.667,0.792)","Friday",FALSE,TRUE,"BonAir_East",7,FALSE,TRUE,"","Derecho",168,29,10,85,44,39,129,54,114
"5763",2012-07-06,"[0.667,0.792)","Friday",FALSE,TRUE,"BonAir_East",7,FALSE,TRUE,"","Derecho",244,46,11,136,51,57,187,62,182
"5764",2012-06-29,"[0.792,1)","Friday",FALSE,TRUE,"BonAir_East",7,FALSE,TRUE,"","Derecho",181,49,30,51,51,79,102,81,100
"5765",2012-07-06,"[0.792,1)","Friday",FALSE,TRUE,"BonAir_East",7,FALSE,TRUE,"","Derecho",198,42,33,69,54,75,123,87,111
"5766",2012-06-30,"[0,0.292)","Saturday",TRUE,FALSE,"Key_Bridge_West",8,FALSE,TRUE,"","Derecho",82,38,22,19,3,60,22,25,57
"5767",2012-06-30,"[0.292,0.417)","Saturday",TRUE,FALSE,"Key_Bridge_West",8,FALSE,TRUE,"","Derecho",245,70,73,71,31,143,102,104,141
"5768",2012-06-30,"[0.417,0.667)","Saturday",TRUE,FALSE,"Key_Bridge_West",8,FALSE,TRUE,"","Derecho",556,194,201,117,44,395,161,245,311
"5769",2012-06-30,"[0.667,0.792)","Saturday",TRUE,FALSE,"Key_Bridge_West",8,FALSE,TRUE,"","Derecho",313,116,102,72,23,218,95,125,188
"5770",2012-06-30,"[0.792,1)","Saturday",TRUE,FALSE,"Key_Bridge_West",8,FALSE,TRUE,"","Derecho",369,192,119,45,13,311,58,132,237
"5771",2012-07-01,"[0,0.292)","Sunday",TRUE,FALSE,"Key_Bridge_West",8,FALSE,TRUE,"","Derecho",118,49,44,22,3,93,25,47,71
"5772",2012-07-01,"[0.292,0.417)","Sunday",TRUE,FALSE,"Key_Bridge_West",8,FALSE,TRUE,"","Derecho",203,53,76,50,24,129,74,100,103
"5773",2012-07-01,"[0.417,0.667)","Sunday",TRUE,FALSE,"Key_Bridge_West",8,FALSE,TRUE,"","Derecho",480,153,136,141,50,289,191,186,294
"5774",2012-07-01,"[0.667,0.792)","Sunday",TRUE,FALSE,"Key_Bridge_West",8,FALSE,TRUE,"","Derecho",231,90,68,53,20,158,73,88,143
"5775",2012-07-01,"[0.792,1)","Sunday",TRUE,FALSE,"Key_Bridge_West",8,FALSE,TRUE,"","Derecho",332,143,108,70,11,251,81,119,213
"5776",2012-06-29,"[0,0.292)","Friday",FALSE,TRUE,"Key_Bridge_West",8,FALSE,TRUE,"","Derecho",174,38,88,33,15,126,48,103,71
"5777",2012-07-06,"[0,0.292)","Friday",FALSE,TRUE,"Key_Bridge_West",8,FALSE,TRUE,"","Derecho",178,43,99,25,11,142,36,110,68
"5778",2012-06-29,"[0.292,0.417)","Friday",FALSE,TRUE,"Key_Bridge_West",8,FALSE,TRUE,"","Derecho",316,72,104,81,59,176,140,163,153
"5779",2012-07-06,"[0.292,0.417)","Friday",FALSE,TRUE,"Key_Bridge_West",8,FALSE,TRUE,"","Derecho",282,52,86,87,57,138,144,143,139
"5780",2012-06-29,"[0.417,0.667)","Friday",FALSE,TRUE,"Key_Bridge_West",8,FALSE,TRUE,"","Derecho",319,116,90,71,42,206,113,132,187
"5781",2012-07-06,"[0.417,0.667)","Friday",FALSE,TRUE,"Key_Bridge_West",8,FALSE,TRUE,"","Derecho",290,79,111,70,30,190,100,141,149
"5782",2012-06-29,"[0.667,0.792)","Friday",FALSE,TRUE,"Key_Bridge_West",8,FALSE,TRUE,"","Derecho",351,95,84,117,55,179,172,139,212
"5783",2012-07-06,"[0.667,0.792)","Friday",FALSE,TRUE,"Key_Bridge_West",8,FALSE,TRUE,"","Derecho",366,121,79,143,23,200,166,102,264
"5784",2012-06-29,"[0.792,1)","Friday",FALSE,TRUE,"Key_Bridge_West",8,FALSE,TRUE,"","Derecho",398,237,61,69,31,298,100,92,306
"5785",2012-07-06,"[0.792,1)","Friday",FALSE,TRUE,"Key_Bridge_West",8,FALSE,TRUE,"","Derecho",298,135,60,84,19,195,103,79,219
"5786",2012-06-30,"[0,0.292)","Saturday",TRUE,FALSE,"Key_Bridge_East",9,FALSE,TRUE,"","Derecho",157,54,57,28,18,111,46,75,82
"5787",2012-06-30,"[0.292,0.417)","Saturday",TRUE,FALSE,"Key_Bridge_East",9,FALSE,TRUE,"","Derecho",706,199,289,58,160,488,218,449,257
"5788",2012-06-30,"[0.417,0.667)","Saturday",TRUE,FALSE,"Key_Bridge_East",9,FALSE,TRUE,"","Derecho",1447,367,634,109,337,1001,446,971,476
"5789",2012-06-30,"[0.667,0.792)","Saturday",TRUE,FALSE,"Key_Bridge_East",9,FALSE,TRUE,"","Derecho",605,197,263,56,89,460,145,352,253
"5790",2012-06-30,"[0.792,1)","Saturday",TRUE,FALSE,"Key_Bridge_East",9,FALSE,TRUE,"","Derecho",657,326,207,71,53,533,124,260,397
"5791",2012-07-01,"[0,0.292)","Sunday",TRUE,FALSE,"Key_Bridge_East",9,FALSE,TRUE,"","Derecho",244,140,52,27,25,192,52,77,167
"5792",2012-07-01,"[0.292,0.417)","Sunday",TRUE,FALSE,"Key_Bridge_East",9,FALSE,TRUE,"","Derecho",438,112,175,40,111,287,151,286,152
"5793",2012-07-01,"[0.417,0.667)","Sunday",TRUE,FALSE,"Key_Bridge_East",9,FALSE,TRUE,"","Derecho",1074,283,396,101,294,679,395,690,384
"5794",2012-07-01,"[0.667,0.792)","Sunday",TRUE,FALSE,"Key_Bridge_East",9,FALSE,TRUE,"","Derecho",558,201,187,67,103,388,170,290,268
"5795",2012-07-01,"[0.792,1)","Sunday",TRUE,FALSE,"Key_Bridge_East",9,FALSE,TRUE,"","Derecho",593,286,167,79,61,453,140,228,365
"5796",2012-06-29,"[0,0.292)","Friday",FALSE,TRUE,"Key_Bridge_East",9,FALSE,TRUE,"","Derecho",322,176,80,28,38,256,66,118,204
"5797",2012-07-06,"[0,0.292)","Friday",FALSE,TRUE,"Key_Bridge_East",9,FALSE,TRUE,"","Derecho",315,188,71,26,30,259,56,101,214
"5798",2012-06-29,"[0.292,0.417)","Friday",FALSE,TRUE,"Key_Bridge_East",9,FALSE,TRUE,"","Derecho",711,134,268,81,228,402,309,496,215
"5799",2012-07-06,"[0.292,0.417)","Friday",FALSE,TRUE,"Key_Bridge_East",9,FALSE,TRUE,"","Derecho",626,122,206,70,228,328,298,434,192
"5800",2012-06-29,"[0.417,0.667)","Friday",FALSE,TRUE,"Key_Bridge_East",9,FALSE,TRUE,"","Derecho",673,180,278,62,153,458,215,431,242
"5801",2012-07-06,"[0.417,0.667)","Friday",FALSE,TRUE,"Key_Bridge_East",9,FALSE,TRUE,"","Derecho",797,204,319,73,201,523,274,520,277
